Date,RCP8.5,SD8.5,RCP6,SD6,RCP4.5,SD4.5,RCP2.6,SD2.6
2098.54,3.258,0.763,1.968,0.541,1.546,0.657,0.726,0.482
2098.62,3.264,0.764,1.971,0.543,1.549,0.656,0.728,0.483
2098.71,3.270,0.765,1.975,0.545,1.552,0.656,0.729,0.484
2098.79,3.275,0.766,1.979,0.547,1.555,0.655,0.730,0.485
2098.87,3.281,0.767,1.983,0.549,1.559,0.655,0.732,0.486
2098.96,3.286,0.768,1.987,0.551,1.562,0.654,0.733,0.487
2099.04,3.292,0.769,1.990,0.553,1.565,0.654,0.735,0.489
2099.12,3.298,0.770,1.994,0.554,1.568,0.653,0.736,0.490
2099.20,3.303,0.770,1.998,0.556,1.571,0.653,0.738,0.491
2099.29,3.309,0.771,2.002,0.558,1.574,0.652,0.740,0.492
2099.37,3.315,0.772,2.006,0.560,1.577,0.651,0.741,0.494
2099.45,3.320,0.773,2.010,0.562,1.580,0.651,0.743,0.495
2099.54,3.326,0.774,2.013,0.564,1.583,0.650,0.744,0.496
2099.62,3.332,0.775,2.017,0.566,1.587,0.650,0.746,0.498
2099.71,3.337,0.776,2.021,0.568,1.590,0.649,0.748,0.499
2099.79,3.343,0.777,2.025,0.570,1.593,0.649,0.749,0.500
2099.87,3.349,0.778,2.029,0.572,1.596,0.649,0.751,0.502
2099.96,3.355,0.779,2.033,0.574,1.599,0.648,0.595,0.253
